CAS-4 g,English name,smiles1,CAS-8 g,English name,smiles2,CAS-25 g,English name,smiles3,CAS-40 g,English name,smiles4,CAS-DCM/MeOH,English name,smiles5,CAS-NH2,English name,smiles6,CAS-CN,English name,smiles7,CAS-C18,English name,smiles8
103-49-1,Dibenzylamine,C1=CC=C(C=C1)CNCC2=CC=CC=C2,25245-34-5,"1-Bromo-2,5-dimethoxybenzene",COC1=CC(=C(C=C1)OC)Br,3218-36-8,4-Biphenylcarboxaldehyde,C1=CC=C(C=C1)C2=CC=C(C=C2)C=O,403-42-9,4-Fluoroacetophenone,CC(=O)C1=CC=C(C=C1)F,1126-46-1,METHYL 4-CHLOROBENZOATE,COC(=O)C1=CC=C(C=C1)Cl,99-88-7,4-Isopropylaniline,CC(C)C1=CC=C(C=C1)N,372-29-2,"Ethyl 3-amino-4,4,4-trifluorocrotonate",CCOC(=O)/C=C(/C(F)(F)F)\N,42558-54-3,Methyl isobutyrylacetate,CC(C)C(=O)CC(=O)OC
5392-40-5,"3,7-Dimethyll-2,6-octadienal",CC(=CCC/C(=C/C=O)/C)C,15852-73-0,3-Bromobenzyl alcohol,C1=CC(=CC(=C1)Br)CO,3378-82-3,1-BROMO-2-NAPHTHALDEHYDE,C1=CC=C2C(=C1)C=CC(=C2Br)C=O,1667-01-2,"2',4',6'-TRIMETHYLACETOPHENONE",CC1=CC(=C(C(=C1)C)C(=O)C)C,119-67-5,2-Carboxybenzaldehyde,C1=CC=C(C(=C1)C=O)C(=O)O?,1671-75-6,HEPTANOPHENONE,CCCCCCC(=O)C1=CC=CC=C1,,, ,3433-80-5,2-Bromobenzyl bromide,C1=CC=C(C(=C1)CBr)Br
104-53-0,3-Phenylprpanal,C1=CC=C(C=C1)CCC=O,529-34-0,1-Tetralone,C1CC2=CC=CC=C2C(=O)C1,614-47-1,trans-Chalcone,C1=CC=C(C=C1)/C=C/C(=O)C2=CC=CC=C2,55745-70-5,"2,3-Dihydrobenzo[b]furan-5-carbaldehyde",C1COC2=C1C=C(C=C2)C=O,1199-77-5,alpha-Methylcinnamic acid,C/C(=C\C1=CC=CC=C1)/C(=O)O,530-48-3,"1,1-Diphenylethylene",C=C(C1=CC=CC=C1)C2=CC=CC=C2,,, ,106-51-4,"1,4-Benzoquinone",C1=CC(=O)C=CC1=O
5888-33-5,"(1R,2R,4R)-rel-1,7,7-trimethylbicyclo[2.2.1]heptan-2-yl-acrylate",C[C@@]12CC[C@@H](C1(C)C)C[C@H]2OC(=O)C=C,3446-89-7,4-(Methylthio)benzaldehyde,CSC1=CC=C(C=C1)C=O,35225-79-7,"trans,trans-Dibenzylideneacetone",C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2,1671-75-6,HEPTANOPHENONE,CCCCCCC(=O)C1=CC=CC=C1,140-10-3,trans-Cinnamic acid,C1=CC=C(C=C1)/C=C/C(=O)O,1714-29-0,1-Bromopyrene,C1=CC2=C3C(=C1)C=CC4=C(C=CC(=C43)C=C2)Br,,, ,,, 
3121-61-7,2-Methoxyethyl acrylate,COCCOC(=O)C=C,529-20-4,2-Methylbenzaldehyde,CC1=CC=CC=C1C=O,19832-98-5,4-Methyl-1-tetralone,CC1CCC(=O)C2=CC=CC=C12,620-23-5,m-Tolualdehyde,CC1=CC(=CC=C1)C=O,621-82-9,Cinnamic acid,C1=CC=C(C=C1)/C=C/C(=O)O?,24324-17-2,9-Fluorenemethanol,C1=CC=C2C(=C1)C(C3=CC=CC=C32)CO,,, ,,, 
530-48-3,"1,1-Diphenylethylene",C=C(C1=CC=CC=C1)C2=CC=CC=C2,22532-62-3,4-Bromo-2-hydroxybenzaldehyde,C1=CC(=C(C=C1Br)O)C=O,150322-73-9,Cyclopropyl 2-fluorobenzyl ketone,C1CC1C(=O)CC2=CC=CC=C2F,326-06-7,"4,4,4-Trifluoro-1-phenyl-1,3-butanedione",C1=CC=C(C=C1)C(=O)CC(=O)C(F)(F)F,,, ,947-19-3,1-Hydroxycyclohexyl phenyl ketone,C1CCC(CC1)(C(=O)C2=CC=CC=C2)O,,, ,,, 
363-72-4,Pentafluorobenzene,C1=C(C(=C(C(=C1F)F)F)F)F,99-90-1,4'-Bromoacetophenone,CC(=O)C1=CC=C(C=C1)Br,19829-31-3,3'-Bromopropiophenone,CCC(=O)C1=CC(=CC=C1)Br,1761-61-1,5-Bromosalicylaldehyde,C1=CC(=C(C=C1Br)C=O)O,,, ,,, ,,, ,,, 
105-36-2,Ethyl bromoacetate,CCOC(=O)CBr,451-40-1,2-Phenylacetophenone,C1=CC=C(C=C1)CC(=O)C2=CC=CC=C2,61718-80-7,5-Methoxy-1-[4-(trifluoromethyl)phenyl]-1-pentanone,COCCCCC(=O)C1=CC=C(C=C1)C(F)(F)F,552-89-6,2-Nitrobenzaldehyde,C1=CC=C(C(=C1)C=O)[N+](=O)[O-],,, ,,, ,,, ,,, 
598-72-1,2-Bromopropionic acid,CC(C(=O)O)Br,3218-36-8,4-Biphenylcarboxaldehyde,C1=CC=C(C=C1)C2=CC=C(C=C2)C=O,13211-01-3,4-Phenylbutyrophenone,CCCC(=O)C1=CC=C(C=C1)C2=CC=CC=C2,673-22-3,2-Hydroxy-4-methoxybenzaldehyde,COC1=CC(=C(C=C1)C=O)O,,, ,,, ,,, ,,, 
106-42-3,p-Xylene,CC1=CC=C(C=C1)C,3378-82-3,1-BROMO-2-NAPHTHALDEHYDE,C1=CC=C2C(=C1)C=CC(=C2Br)C=O,3770-82-9,"1,3-DIBENZOYLBENZENE",C1=CC=C(C=C1)C(=O)C2=CC(=CC=C2)C(=O)C3=CC=CC=C3,613-91-2,Acetophenone oxime,C/C(=N\O)/C1=CC=CC=C1,,, ,,, ,,, ,,, 
103-11-7,2-Ethylhexyl acrylate,CCCCC(CC)COC(=O)C=C,614-47-1,trans-Chalcone,C1=CC=C(C=C1)/C=C/C(=O)C2=CC=CC=C2,3874-54-2,4-Chloro-4'-fluorobutyrophenone,C1=CC(=CC=C1C(=O)CCCCl)F,13329-40-3,4'-Iodoacetophenone,CC(=O)C1=CC=C(C=C1)I,,, ,,, ,,, ,,, 
407-47-6,"2,2,2-Trifluoroethyl acrylate",C=CC(=O)OCC(F)(F)F,35225-79-7,"trans,trans-Dibenzylideneacetone",C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2,,, ,,, ,,, ,,, ,,, ,,, 
2156-97-0,Dodecyl acrylate,CCCCCCCCCCCCOC(=O)C=C,19832-98-5,4-Methyl-1-tetralone,CC1CCC(=O)C2=CC=CC=C12,,, ,,, ,,, ,,, ,,, ,,, 
2426-54-2,2-(DiethylaMino)ethyl acrylate,CCN(CC)CCOC(=O)C=C,150322-73-9,Cyclopropyl 2-fluorobenzyl ketone,C1CC1C(=O)CC2=CC=CC=C2F,,, ,,, ,,, ,,, ,,, ,,, 
93-04-9,2-Methoxynaphthalene,COC1=CC2=CC=CC=C2C=C1,19829-31-3,3'-Bromopropiophenone,CCC(=O)C1=CC(=CC=C1)Br,,, ,,, ,,, ,,, ,,, ,,, 
936-59-4,3-Chloropropiophenone,C1=CC=C(C=C1)C(=O)CCCl,61718-80-7,5-Methoxy-1-[4-(trifluoromethyl)phenyl]-1-pentanone,COCCCCC(=O)C1=CC=C(C=C1)C(F)(F)F,,, ,,, ,,, ,,, ,,, ,,, 
120-46-7,Dibenzoylmethane,C1=CC=C(C=C1)C(=O)CC(=O)C2=CC=CC=C2,13211-01-3,4-Phenylbutyrophenone,CCCC(=O)C1=CC=C(C=C1)C2=CC=CC=C2,,, ,,, ,,, ,,, ,,, ,,, 
621-23-8,"1,3,5-Trimethoxybenzene",COC1=CC(=CC(=C1)OC)OC,3770-82-9,"1,3-DIBENZOYLBENZENE",C1=CC=C(C=C1)C(=O)C2=CC(=CC=C2)C(=O)C3=CC=CC=C3,,, ,,, ,,, ,,, ,,, ,,, 
93-08-3,2-Acetonaphthone,CC(=O)C1=CC2=CC=CC=C2C=C1,1570-48-5,3-PROPIONYLPYRIDINE,CCC(=O)C1=CN=CC=C1,,, ,,, ,,, ,,, ,,, ,,, 
773-99-9,1-Naphthaleneethanol,C1=CC=C2C(=C1)C=CC=C2CCO,3874-54-2,4-Chloro-4'-fluorobutyrophenone,C1=CC(=CC=C1C(=O)CCCCl)F,,, ,,, ,,, ,,, ,,, ,,, 
589-18-4,4-Methylbenzyl alcohol,CC1=CC=C(C=C1)CO,,, ,,, ,,, ,,, ,,, ,,, ,,, 
555-16-8,4-Nitrobenzaldehyde,C1=CC(=CC=C1C=O)[N+](=O)[O-],,, ,,, ,,, ,,, ,,, ,,, ,,, 
150-78-7,"1,4-Dimethoxybenzene",COC1=CC=C(C=C1)OC,,, ,,, ,,, ,,, ,,, ,,, ,,, 
100-19-6,4-Nitroacetophenone,CC(=O)C1=CC=C(C=C1)[N+](=O)[O-],,, ,,, ,,, ,,, ,,, ,,, ,,, 
94-09-7,Ethyl 4-aMinobenzoate,CCOC(=O)C1=CC=C(C=C1)N,,, ,,, ,,, ,,, ,,, ,,, ,,, 
619-44-3,Methyl 4-iodobenzoate,COC(=O)C1=CC=C(C=C1)I,,, ,,, ,,, ,,, ,,, ,,, ,,, 
100-27-6,4-Nitrobenzeneethanol,C1=CC(=CC=C1CCO)[N+](=O)[O-],,, ,,, ,,, ,,, ,,, ,,, ,,, 
99-92-3,4-Aminoacetophenone,CC(=O)C1=CC=C(C=C1)N,,, ,,, ,,, ,,, ,,, ,,, ,,, 
540-38-5,4-Iodophenol,C1=CC(=CC=C1O)I,,, ,,, ,,, ,,, ,,, ,,, ,,, 
585-79-5,3-Bromonitrobenzene,C1=CC(=CC(=C1)Br)[N+](=O)[O-],,, ,,, ,,, ,,, ,,, ,,, ,,, 
486-25-9,9-Fluorenone,C1=CC=C2C(=C1)C3=CC=CC=C3C2=O,,, ,,, ,,, ,,, ,,, ,,, ,,, 
1144-74-7,4-Nitrobenzophenone,C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)[N+](=O)[O-],,, ,,, ,,, ,,, ,,, ,,, ,,, 
103-30-0,TRANS-STILBENE,C1=CC=C(C=C1)/C=C/C2=CC=CC=C2,,, ,,, ,,, ,,, ,,, ,,, ,,, 
101-81-5,Diphenylmethane,C1=CC=C(C=C1)CC2=CC=CC=C2,,, ,,, ,,, ,,, ,,, ,,, ,,, 
1503-49-7,4-BENZOYLBENZONITRILE,C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)C#N,,, ,,, ,,, ,,, ,,, ,,, ,,, 
873-74-5,4-Aminobenzonitrile,C1=CC(=CC=C1C#N)N,,, ,,, ,,, ,,, ,,, ,,, ,,, 
2237-30-1,3-Aminobenzonitrile,C1=CC(=CC(=C1)N)C#N,,, ,,, ,,, ,,, ,,, ,,, ,,, 
623-27-8,"1,4-Phthalaldehyde",C1=CC(=CC=C1C=O)C=O,,, ,,, ,,, ,,, ,,, ,,, ,,, 
92-52-4,Biphenyl,C1=CC=C(C=C1)C2=CC=CC=C2,,, ,,, ,,, ,,, ,,, ,,, ,,, 
91-20-3,Naphthalene,C1=CC=C2C=CC=CC2=C1,,, ,,, ,,, ,,, ,,, ,,, ,,, 
1589-60-2,1-PHENYLCYCLOHEXANOL,C1CCC(CC1)(C2=CC=CC=C2)O,,, ,,, ,,, ,,, ,,, ,,, ,,, 
580-13-2,2-Bromonaphthalene,C1=CC=C2C=C(C=CC2=C1)Br,,, ,,, ,,, ,,, ,,, ,,, ,,, 
945-51-7,Phenyl sulfoxide,C1=CC=C(C=C1)S(=O)C2=CC=CC=C2,,, ,,, ,,, ,,, ,,, ,,, ,,, 
25245-34-5,"1-Bromo-2,5-dimethoxybenzene",COC1=CC(=C(C=C1)OC)Br,,, ,,, ,,, ,,, ,,, ,,, ,,, 
93-54-9,1-Phenyl-1-propanol,CCC(C1=CC=CC=C1)O,,, ,,, ,,, ,,, ,,, ,,, ,,, 
15852-73-0,3-Bromobenzyl alcohol,C1=CC(=CC(=C1)Br)CO,,, ,,, ,,, ,,, ,,, ,,, ,,, 
94-30-4,Ethyl 4-methoxybenzoate,CCOC(=O)C1=CC=C(C=C1)OC,,, ,,, ,,, ,,, ,,, ,,, ,,, 
4712-55-4,DIPHENYL PHOSPHITE,C1=CC=C(C=C1)O[P+](=O)OC2=CC=CC=C2,,, ,,, ,,, ,,, ,,, ,,, ,,, 
2876-78-0,Methyl naphthalene-1-acetate,COC(=O)CC1=CC=CC2=CC=CC=C21,,, ,,, ,,, ,,, ,,, ,,, ,,, 
119-84-6,Dihydrocoumarin,C1CC(=O)OC2=CC=CC=C21,,, ,,, ,,, ,,, ,,, ,,, ,,, 
39149-80-9,2-BROMOPROPIONIC ACID TERT-BUTYL ESTER,CC(C(=O)OC(C)(C)C)Br,,, ,,, ,,, ,,, ,,, ,,, ,,, 
614-18-6,Ethyl nicotinate,CCOC(=O)C1=CN=CC=C1,,, ,,, ,,, ,,, ,,, ,,, ,,, 
103068-20-8,"1-Bromo-3,5-diphenylbenzene",C1=CC=C(C=C1)C2=CC(=CC(=C2)Br)C3=CC=CC=C3,,, ,,, ,,, ,,, ,,, ,,, ,,, 
624-38-4,"1,4-Diiodobenzene",C1=CC(=CC=C1I)I,,, ,,, ,,, ,,, ,,, ,,, ,,, 
1126-46-1,METHYL 4-CHLOROBENZOATE,COC(=O)C1=CC=C(C=C1)Cl,,, ,,, ,,, ,,, ,,, ,,, ,,, 
20469-65-2,"1-Bromo-3,5-dimethoxybenzene",COC1=CC(=CC(=C1)Br)OC,,, ,,, ,,, ,,, ,,, ,,, ,,, 
91-13-4,"1,2-Bis(bromomethyl)benzene",C1=CC=C(C(=C1)CBr)CBr,,, ,,, ,,, ,,, ,,, ,,, ,,, 
1592-38-7,2-Naphthalenemethanol,C1=CC=C2C=C(C=CC2=C1)CO,,, ,,, ,,, ,,, ,,, ,,, ,,, 
41841-16-1,Methyl 4-bromophenylacetate,COC(=O)CC1=CC=C(C=C1)Br,,, ,,, ,,, ,,, ,,, ,,, ,,, 
20698-91-3,(R)-(-)-Methyl mandelate,COC(=O)[C@@H](C1=CC=CC=C1)O,,, ,,, ,,, ,,, ,,, ,,, ,,, 
109179-31-9,2-Bromo-3-methylbenzaldehyde,CC1=C(C(=CC=C1)C=O)Br,,, ,,, ,,, ,,, ,,, ,,, ,,, 
174265-12-4,2-Bromo-5-chlorobenzaldehyde,C1=CC(=C(C=C1Cl)C=O)Br,,, ,,, ,,, ,,, ,,, ,,, ,,, 
620-79-1,THYL 2-BENZYLACETOACETATE,CCOC(=O)C(CC1=CC=CC=C1)C(=O)C,,, ,,, ,,, ,,, ,,, ,,, ,,, 
22502-03-0,2-Methoxyethyl acetoacetate,CC(=O)CC(=O)OCCOC,,, ,,, ,,, ,,, ,,, ,,, ,,, 
21282-97-3,2-(METHACRYLOYLOXY)ETHYL ACETOACETATE,CC(=C)C(=O)OCCOC(=O)CC(=O)C,,, ,,, ,,, ,,, ,,, ,,, ,,, 
103962-05-6,1-Iado-4-(trifluoromethoxy)benzene,C1=CC(=CC=C1OC(F)(F)F)I,,, ,,, ,,, ,,, ,,, ,,, ,,, 
13194-67-7,4-FLUORO-2-IODOTOLUENE,CC1=C(C=C(C=C1)F)I,,, ,,, ,,, ,,, ,,, ,,, ,,, 
31928-44-6,2-Bromo-4-chloro-1-iodobenzene,C1=CC(=C(C=C1Cl)Br)I,,, ,,, ,,, ,,, ,,, ,,, ,,, 
624-31-7,4-Iodotoluene,CC1=CC=C(C=C1)I,,, ,,, ,,, ,,, ,,, ,,, ,,, 
4214-28-2,"1-Iodo-2,4-dimethylbenzene",CC1=CC(=C(C=C1)I)C,,, ,,, ,,, ,,, ,,, ,,, ,,, 
175278-00-9,1-Iodo-2-(trifluoromethoxy)benzene,C1=CC=C(C(=C1)OC(F)(F)F)I,,, ,,, ,,, ,,, ,,, ,,, ,,, 
615-41-8,1-Chloro-2-iodobenzene,C1=CC=C(C(=C1)Cl)I,,, ,,, ,,, ,,, ,,, ,,, ,,, 
328-70-1,"3,5-Bis(trifluoromethyl)bromobenzene",C1=C(C=C(C=C1C(F)(F)F)Br)C(F)(F)F,,, ,,, ,,, ,,, ,,, ,,, ,,, 
104-92-7,4-Bromoanisole,COC1=CC=C(C=C1)Br,,, ,,, ,,, ,,, ,,, ,,, ,,, 
108-37-2,3-BROMOCHLOROBENZENE,C1=CC(=CC(=C1)Br)Cl,,, ,,, ,,, ,,, ,,, ,,, ,,, 
88-69-7,2-Isopropylphenol,CC(C)C1=CC=CC=C1O,,, ,,, ,,, ,,, ,,, ,,, ,,, 
529-19-1,o-Tolunitrile,CC1=CC=CC=C1C#N,,, ,,, ,,, ,,, ,,, ,,, ,,, 
573-17-1,9-Bromophenanthrene,C1=CC=C2C(=C1)C=C(C3=CC=CC=C23)Br,,, ,,, ,,, ,,, ,,, ,,, ,,, 
22445-42-7,"3,5-Dimethylbenzonitrile",CC1=CC(=CC(=C1)C#N)C,,, ,,, ,,, ,,, ,,, ,,, ,,, 
1607-57-4,"2-BROMO-1,1,2-TRIPHENYLETHYLENE",C1=CC=C(C=C1)C(=C(C2=CC=CC=C2)Br)C3=CC=CC=C3,,, ,,, ,,, ,,, ,,, ,,, ,,, 
29578-39-0,3-Bromo-5-fluoroanisole,COC1=CC(=CC(=C1)Br)F,,, ,,, ,,, ,,, ,,, ,,, ,,, 
2635-13-4,"4-Bromo-1,2-(methylenedioxy)benzene",C1OC2=C(O1)C=C(C=C2)Br,,, ,,, ,,, ,,, ,,, ,,, ,,, 
83-53-4,"1,4-dibromonaphthalene",C1=CC=C2C(=C1)C(=CC=C2Br)Br,,, ,,, ,,, ,,, ,,, ,,, ,,, 
27060-75-9,4-BroMo-3-Methylanisole,CC1=C(C=CC(=C1)OC)Br,,, ,,, ,,, ,,, ,,, ,,, ,,, 
19614-12-1,2-BROMO-5-METHOXYBENZYL BROMIDE,COC1=CC(=C(C=C1)Br)CBr,,, ,,, ,,, ,,, ,,, ,,, ,,, 
893-33-4,"4,4,4-TRIFLUORO-1-(2-NAPHTHYL)-1,3-BUTANEDIONE",C1=CC=C2C=C(C=CC2=C1)C(=O)CC(=O)C(F)(F)F,,, ,,, ,,, ,,, ,,, ,,, ,,, 
148256-63-7,"2,5-DIBROMO-3-DODECYLTHIOPHENE",CCCCCCCCCCCCC1=C(SC(=C1)Br)Br,,, ,,, ,,, ,,, ,,, ,,, ,,, 
134-85-0,4-Chlorobenzophenone,C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl,,, ,,, ,,, ,,, ,,, ,,, ,,, 
712-50-5,Benzoylcyclohexane,C1CCC(CC1)C(=O)C2=CC=CC=C2,,, ,,, ,,, ,,, ,,, ,,, ,,, 
1778-09-2,4'-Methylthioacetophenone,CC(=O)C1=CC=C(C=C1)SC,,, ,,, ,,, ,,, ,,, ,,, ,,, 
3392-97-0,"2,6-Dimethoxybenzaldehyde",COC1=C(C(=CC=C1)OC)C=O,,, ,,, ,,, ,,, ,,, ,,, ,,, 
67713-23-9,"2,6-DIBROMOBENZALDEHYDE",C1=CC(=C(C(=C1)Br)C=O)Br,,, ,,, ,,, ,,, ,,, ,,, ,,, 
3162-29-6,"3,4-Methylenedioxyacetophenone",CC(=O)C1=CC2=C(C=C1)OCO2,,, ,,, ,,, ,,, ,,, ,,, ,,, 
781-73-7,2-Acetylfluorene,CC(=O)C1=CC2=C(C=C1)C3=CC=CC=C3C2,,, ,,, ,,, ,,, ,,, ,,, ,,, 
102684-91-3,2-Bromo-5-(trifluoromethyl)benzaldehyde,C1=CC(=C(C=C1C(F)(F)F)C=O)Br,,, ,,, ,,, ,,, ,,, ,,, ,,, 
27139-97-5,2-Bromo-4-chlorotoluene,CC1=C(C=C(C=C1)Cl)Br,,, ,,, ,,, ,,, ,,, ,,, ,,, 
23145-07-5,5-Bromo-1-benzofuran,C1=CC2=C(C=CO2)C=C1Br,,, ,,, ,,, ,,, ,,, ,,, ,,, 
883546-30-3,2-Bromo-4-trifluoromethoxy-1-iodobenzene,C1=CC(=C(C=C1OC(F)(F)F)Br)I,,, ,,, ,,, ,,, ,,, ,,, ,,, 
3437-95-4,2-Iodothiophene,C1=CSC(=C1)I,,, ,,, ,,, ,,, ,,, ,,, ,,, 
2042-37-7,2-Bromobenzonitrile,C1=CC=C(C(=C1)C#N)Br,,, ,,, ,,, ,,, ,,, ,,, ,,, 
59997-51-2,Pivaloylacetonitrile,CC(C)(C)C(=O)CC#N,,, ,,, ,,, ,,, ,,, ,,, ,,, 
611-70-1,Isobutyrophenone,CC(C)C(=O)C1=CC=CC=C1,,, ,,, ,,, ,,, ,,, ,,, ,,, 
2142-69-0,2'-Bromoacetophenone,CC(=O)C1=CC=CC=C1Br,,, ,,, ,,, ,,, ,,, ,,, ,,, 
437-81-0,"2,6-Difluorobenzaldehyde",C1=CC(=C(C(=C1)F)C=O)F,,, ,,, ,,, ,,, ,,, ,,, ,,, 
17610-00-3,"3,5-Bis(tert-butyl)benzaldehyde",CC(C)(C)C1=CC(=CC(=C1)C=O)C(C)(C)C,,, ,,, ,,, ,,, ,,, ,,, ,,, 
32249-35-7,Methyl 3-cyclopropyl-3-oxopropionate,COC(=O)CC(=O)C1CC1,,, ,,, ,,, ,,, ,,, ,,, ,,, 
611-94-9,4-Methoxybenzophenone,COC1=CC=C(C=C1)C(=O)C2=CC=CC=C2,,, ,,, ,,, ,,, ,,, ,,, ,,, 
2571-39-3,"3,4-Dimethylbenzophenone",CC1=C(C=C(C=C1)C(=O)C2=CC=CC=C2)C,,, ,,, ,,, ,,, ,,, ,,, ,,, 
93-91-4,Benzoylacetone,CC(=O)CC(=O)C1=CC=CC=C1,,, ,,, ,,, ,,, ,,, ,,, ,,, 
1667-01-2,"2',4',6'-TRIMETHYLACETOPHENONE",CC1=CC(=C(C(=C1)C)C(=O)C)C,,, ,,, ,,, ,,, ,,, ,,, ,,, 
55745-70-5,"2,3-Dihydrobenzo[b]furan-5-carbaldehyde",C1COC2=C1C=C(C=C2)C=O,,, ,,, ,,, ,,, ,,, ,,, ,,, 
15764-16-6,"2,4-Dimethylbenzaldehyde",CC1=CC(=C(C=C1)C=O)C,,, ,,, ,,, ,,, ,,, ,,, ,,, 
89-74-7,"2',4'-Dimethylacetophenone",CC1=CC(=C(C=C1)C(=O)C)C,,, ,,, ,,, ,,, ,,, ,,, ,,, 
585-74-0,3'-Methylacetophenone,CC1=CC(=CC=C1)C(=O)C,,, ,,, ,,, ,,, ,,, ,,, ,,, 
579-74-8,2'-Methoxyacetophenone,CC(=O)C1=CC=CC=C1OC,,, ,,, ,,, ,,, ,,, ,,, ,,, 
403-42-9,4-Fluoroacetophenone,CC(=O)C1=CC=C(C=C1)F,,, ,,, ,,, ,,, ,,, ,,, ,,, 
66-99-9,2-Naphthaldehyde,C1=CC=C2C=C(C=CC2=C1)C=O,,, ,,, ,,, ,,, ,,, ,,, ,,, 
1443-80-7,4-Acetylbenzonitrile,CC(=O)C1=CC=C(C=C1)C#N,,, ,,, ,,, ,,, ,,, ,,, ,,, 
1671-75-6,HEPTANOPHENONE,CCCCCCC(=O)C1=CC=CC=C1,,, ,,, ,,, ,,, ,,, ,,, ,,, 
620-23-5,m-Tolualdehyde,CC1=CC(=CC=C1)C=O,,, ,,, ,,, ,,, ,,, ,,, ,,, 
326-06-7,"4,4,4-Trifluoro-1-phenyl-1,3-butanedione",C1=CC=C(C=C1)C(=O)CC(=O)C(F)(F)F,,, ,,, ,,, ,,, ,,, ,,, ,,, 
1761-61-1,5-Bromosalicylaldehyde,C1=CC(=C(C=C1Br)C=O)O,,, ,,, ,,, ,,, ,,, ,,, ,,, 
552-89-6,2-Nitrobenzaldehyde,C1=CC=C(C(=C1)C=O)[N+](=O)[O-],,, ,,, ,,, ,,, ,,, ,,, ,,, 
613-91-2,Acetophenone oxime,C/C(=N\O)/C1=CC=CC=C1,,, ,,, ,,, ,,, ,,, ,,, ,,, 
13329-40-3,4'-Iodoacetophenone,CC(=O)C1=CC=C(C=C1)I,,, ,,, ,,, ,,, ,,, ,,, ,,, 
84459-33-6,2-Bromo-4-chlorobenzaldehyde,C1=CC(=C(C=C1Cl)Br)C=O,,, ,,, ,,, ,,, ,,, ,,, ,,, 
673-22-3,2-Hydroxy-4-methoxybenzaldehyde,COC1=CC(=C(C=C1)C=O)O,,, ,,, ,,, ,,, ,,, ,,, ,,, 
878-00-2,4-ACETOXYBENZALDEHYDE,CC(=O)OC1=CC=C(C=C1)C=O,,, ,,, ,,, ,,, ,,, ,,, ,,, 
529-34-0,1-Tetralone,C1CC2=CC=CC=C2C(=O)C1,,, ,,, ,,, ,,, ,,, ,,, ,,, 
3446-89-7,4-(Methylthio)benzaldehyde,CSC1=CC=C(C=C1)C=O,,, ,,, ,,, ,,, ,,, ,,, ,,, 
529-20-4,2-Methylbenzaldehyde,CC1=CC=CC=C1C=O,,, ,,, ,,, ,,, ,,, ,,, ,,, 
22532-62-3,4-Bromo-2-hydroxybenzaldehyde,C1=CC(=C(C=C1Br)O)C=O,,, ,,, ,,, ,,, ,,, ,,, ,,, 
99-90-1,4'-Bromoacetophenone,CC(=O)C1=CC=C(C=C1)Br,,, ,,, ,,, ,,, ,,, ,,, ,,, 
451-40-1,2-Phenylacetophenone,C1=CC=C(C=C1)CC(=O)C2=CC=CC=C2,,, ,,, ,,, ,,, ,,, ,,, ,,, 
3218-36-8,4-Biphenylcarboxaldehyde,C1=CC=C(C=C1)C2=CC=C(C=C2)C=O,,, ,,, ,,, ,,, ,,, ,,, ,,, 
3378-82-3,1-BROMO-2-NAPHTHALDEHYDE,C1=CC=C2C(=C1)C=CC(=C2Br)C=O,,, ,,, ,,, ,,, ,,, ,,, ,,, 
614-47-1,trans-Chalcone,C1=CC=C(C=C1)/C=C/C(=O)C2=CC=CC=C2,,, ,,, ,,, ,,, ,,, ,,, ,,, 
35225-79-7,"trans,trans-Dibenzylideneacetone",C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2,,, ,,, ,,, ,,, ,,, ,,, ,,, 
19832-98-5,4-Methyl-1-tetralone,CC1CCC(=O)C2=CC=CC=C12,,, ,,, ,,, ,,, ,,, ,,, ,,, 
150322-73-9,Cyclopropyl 2-fluorobenzyl ketone,C1CC1C(=O)CC2=CC=CC=C2F,,, ,,, ,,, ,,, ,,, ,,, ,,, 
19829-31-3,3'-Bromopropiophenone,CCC(=O)C1=CC(=CC=C1)Br,,, ,,, ,,, ,,, ,,, ,,, ,,, 
61718-80-7,5-Methoxy-1-[4-(trifluoromethyl)phenyl]-1-pentanone,COCCCCC(=O)C1=CC=C(C=C1)C(F)(F)F,,, ,,, ,,, ,,, ,,, ,,, ,,, 
13211-01-3,4-Phenylbutyrophenone,CCCC(=O)C1=CC=C(C=C1)C2=CC=CC=C2,,, ,,, ,,, ,,, ,,, ,,, ,,, 
3770-82-9,"1,3-DIBENZOYLBENZENE",C1=CC=C(C=C1)C(=O)C2=CC(=CC=C2)C(=O)C3=CC=CC=C3,,, ,,, ,,, ,,, ,,, ,,, ,,, 
1570-48-5,3-PROPIONYLPYRIDINE,CCC(=O)C1=CN=CC=C1,,, ,,, ,,, ,,, ,,, ,,, ,,, 
3874-54-2,4-Chloro-4'-fluorobutyrophenone,C1=CC(=CC=C1C(=O)CCCCl)F,,, ,,, ,,, ,,, ,,, ,,, ,,, 
826-73-3,1-Benzosuberone,C1CCC(=O)C2=CC=CC=C2C1,,, ,,, ,,, ,,, ,,, ,,, ,,, 
455-67-4,3-Fluoropropiophenone,CCC(=O)C1=CC(=CC=C1)F,,, ,,, ,,, ,,, ,,, ,,, ,,, 
